period_days,wideband_delta_chi2,narrowband_delta_chi2
1.282500000000000000e+02,2.461735941370431391e+01,7.720773522216603624e+00
1.283000000000000114e+02,2.467334184272437270e+01,7.774721394868198132e+00
1.283499999999999943e+02,2.472464261268144270e+01,7.826376143732951540e+00
1.284000000000000057e+02,2.477118043515493895e+01,7.875698348102930346e+00
1.284499999999999886e+02,2.481287841251972992e+01,7.922650464572589257e+00
1.285000000000000000e+02,2.484966405964386382e+01,7.967196838832460770e+00
1.285500000000000114e+02,2.488146932966263591e+01,8.009303716499637460e+00
1.285999999999999943e+02,2.490823064362518835e+01,8.048939253060577670e+00
1.286500000000000057e+02,2.492988892375097265e+01,8.086073523003035390e+00
1.286999999999999886e+02,2.494638962997517595e+01,8.120678528198615354e+00
1.287500000000000000e+02,2.495768279941659884e+01,8.152728205596893929e+00
1.288000000000000114e+02,2.496372308834583720e+01,8.182198434281596988e+00
1.288499999999999943e+02,2.496446981619092398e+01,8.209067041932121001e+00
1.289000000000000057e+02,2.495988701107446417e+01,8.233313810725723769e+00
1.289499999999999886e+02,2.494994345633703503e+01,8.254920482710485174e+00
1.290000000000000000e+02,2.493461273747113083e+01,8.273870764666703792e+00
1.290500000000000114e+02,2.491387328885846131e+01,8.290150332469742978e+00
1.290999999999999943e+02,2.488770843967863300e+01,8.303746834960637813e+00
1.291500000000000057e+02,2.485610645834079335e+01,8.314649897319094762e+00
1.291999999999999886e+02,2.481906059476936477e+01,8.322851123929346784e+00
1.292500000000000000e+02,2.477656911987133626e+01,8.328344100720885379e+00
1.293000000000000114e+02,2.472863536150403618e+01,8.331124396958529132e+00
1.293499999999999943e+02,2.467526773626291714e+01,8.331189566451223882e+00
1.294000000000000057e+02,2.461647977641911922e+01,8.328539148139606496e+00
1.294499999999999886e+02,2.455229015134135651e+01,8.323174666019486523e+00
1.295000000000000000e+02,2.448272268275974284e+01,8.315099628350655081e+00
1.295500000000000114e+02,2.440780635324750847e+01,8.304319526095410353e+00
1.295999999999999943e+02,2.432757530732360252e+01,8.290841830528041356e+00
1.296500000000000057e+02,2.424206884461287359e+01,8.274675989949885846e+00
1.296999999999999886e+02,2.415133140453785288e+01,8.255833425442581586e+00
1.297500000000000000e+02,2.405541254205435564e+01,8.234327525589135277e+00
1.298000000000000114e+02,2.395436689399434727e+01,8.210173640088154201e+00
1.298499999999999943e+02,2.384825413562469976e+01,8.183389072186917801e+00
1.299000000000000057e+02,2.373713892708752837e+01,8.153993069855978604e+00
1.299499999999999886e+02,2.362109084944365378e+01,8.122006815628143528e+00
1.300000000000000000e+02,2.350018433010051666e+01,8.087453415024706160e+00
1.300500000000000114e+02,2.337449855747060568e+01,8.050357883491265909e+00
1.300999999999999943e+02,2.324411738476792166e+01,8.010747131768161111e+00
1.301500000000000057e+02,2.310912922291880989e+01,7.968649949622931494e+00
1.301999999999999886e+02,2.296962692263069528e+01,7.924096987871220854e+00
1.302500000000000000e+02,2.282570764572604105e+01,7.877120738620549290e+00
1.303000000000000114e+02,2.267747272592384888e+01,7.827755513671595722e+00
1.303499999999999943e+02,2.252502751931024960e+01,7.776037421016972040e+00
1.304000000000000057e+02,2.236848124480970768e+01,7.722004339383652827e+00
1.304499999999999886e+02,2.220794681503329571e+01,7.665695890768354559e+00
1.305000000000000000e+02,2.204354065793840789e+01,7.607153410922382619e+00
1.305500000000000114e+02,2.187538252979789988e+01,7.546419917750386119e+00
1.305999999999999943e+02,2.170359532002891711e+01,7.483540077590700612e+00
1.306500000000000057e+02,2.152830484848519177e+01,7.418560169355294498e+00
1.306999999999999886e+02,2.134963965586605639e+01,7.351528046514599346e+00
1.307500000000000000e+02,2.116773078793476159e+01,7.282493096918154052e+00
1.308000000000000114e+02,2.098271157428332145e+01,7.211506200454021354e+00
1.308499999999999943e+02,2.079471740240749966e+01,7.138619684553930256e+00
1.309000000000000057e+02,2.060388548788982988e+01,7.063887277563847711e+00
1.309499999999999886e+02,2.041035464150797551e+01,6.987364060005675448e+00
1.310000000000000000e+02,2.021426503410158304e+01,6.909106413764945387e+00
1.310500000000000114e+02,2.001575796004429009e+01,6.829171969249910212e+00
1.310999999999999943e+02,1.981497560017135129e+01,6.747619550573912939e+00
1.311500000000000057e+02,1.961206078501160732e+01,6.664509118822220302e+00
1.311999999999999886e+02,1.940715675916840510e+01,6.579901713474728631e+00
1.312500000000000000e+02,1.920040694767996570e+01,6.493859392061025915e+00
1.313000000000000114e+02,1.899195472517436301e+01,6.406445168135875612e+00
1.313499999999999943e+02,1.878194318860856526e+01,6.317722947667499866e+00
1.314000000000000057e+02,1.857051493435825762e+01,6.227757463941213878e+00
1.314499999999999886e+02,1.835781184038920699e+01,6.136614211086853565e+00
1.315000000000000000e+02,1.814397485420642298e+01,6.044359376343307666e+00
1.315500000000000114e+02,1.792914378723878954e+01,5.951059771184030289e+00
1.315999999999999943e+02,1.771345711627006736e+01,5.856782761426987172e+00
1.316500000000000057e+02,1.749705179248430298e+01,5.761596196461804986e+00
1.316999999999999886e+02,1.728006305864457204e+01,5.665568337731396120e+00
1.317500000000000000e+02,1.706262427486900535e+01,5.568767786604586156e+00
1.318000000000000114e+02,1.684486675342269635e+01,5.471263411785376007e+00
1.318499999999999943e+02,1.662691960288259097e+01,5.373124276402581501e+00
1.319000000000000057e+02,1.640890958198330551e+01,5.274419564926865256e+00
1.319499999999999886e+02,1.619096096339702484e+01,5.175218510064817146e+00
1.320000000000000000e+02,1.597319540764033086e+01,5.075590319776276615e+00
1.320500000000000114e+02,1.575573184725563713e+01,4.975604104566066610e+00
1.320999999999999943e+02,1.553868638135247870e+01,4.875328805195638715e+00
1.321500000000000057e+02,1.532217218054923968e+01,4.774833120960929378e+00
1.321999999999999886e+02,1.510629940230117541e+01,4.674185438681326410e+00
1.322500000000000000e+02,1.489117511655263471e+01,4.573453762538815859e+00
1.323000000000000114e+02,1.467690324160805559e+01,4.472705644905826006e+00
1.323499999999999943e+02,1.446358449006724101e+01,4.372008118294290036e+00
1.324000000000000057e+02,1.425131632463283538e+01,4.271427628554752332e+00
1.324499999999999886e+02,1.404019292355932613e+01,4.171029969448658115e+00
1.325000000000000000e+02,1.383030515547261530e+01,4.070880218710859921e+00
1.325500000000000114e+02,1.362174056326394300e+01,3.971042675714931303e+00
1.325999999999999943e+02,1.341458335672414037e+01,3.871580800844771186e+00
1.326500000000000057e+02,1.320891441356374862e+01,3.772557156670394374e+00
1.326999999999999886e+02,1.300481128843893863e+01,3.674033351019086346e+00
1.327500000000000000e+02,1.280234822958143681e+01,3.576069982023506011e+00
1.328000000000000114e+02,1.260159620261778812e+01,3.478726585223148149e+00
1.328499999999999943e+02,1.240262292114366538e+01,3.382061582783921327e+00
1.329000000000000057e+02,1.220549288361301521e+01,3.286132234896492754e+00
1.329499999999999886e+02,1.201026741609204862e+01,3.190994593402685098e+00
1.330000000000000000e+02,1.181700472042023975e+01,3.096703457691558192e+00
1.330500000000000114e+02,1.162575992732338648e+01,3.003312332900526904e+00
1.330999999999999943e+02,1.143658515401837228e+01,2.910873390444559838e+00
1.331500000000000057e+02,1.124952956585520880e+01,2.819437430893087626e+00
1.331999999999999886e+02,1.106463944154621082e+01,2.729053849202728976e+00
1.332500000000000000e+02,1.088195824153714142e+01,2.639770602306728442e+00
1.333000000000000114e+02,1.070152667908698874e+01,2.551634179057483021e+00
1.333499999999999943e+02,1.052338279363101847e+01,2.464689572505938564e+00
1.334000000000000057e+02,1.034756202601513309e+01,2.378980254500068003e+00
1.334499999999999886e+02,1.017409729520531414e+01,2.294548152574821476e+00
1.335000000000000000e+02,1.000301907608588436e+01,2.211433629100386433e+00
1.335500000000000114e+02,9.834355477982954952e+00,2.129675462651288154e+00
1.335999999999999943e+02,9.668132323561811958e+00,2.049310831551717449e+00
1.336500000000000057e+02,9.504373227766031107e+00,1.970375299548202008e+00
1.336999999999999886e+02,9.343099676488964889e+00,1.892902803558617730e+00
1.337500000000000000e+02,9.184331104679127833e+00,1.816925643438626281e+00
1.338000000000000114e+02,9.028084973610910779e+00,1.742474473707518401e+00
1.338499999999999943e+02,8.874376847063022211e+00,1.669578297170055237e+00
1.339000000000000057e+02,8.723220466173270182e+00,1.598264460369945628e+00
1.339499999999999886e+02,8.574627822755738649e+00,1.528558650808972352e+00
1.340000000000000000e+02,8.428609230886728199e+00,1.460484895863598531e+00
1.340500000000000114e+02,8.285173396587344641e+00,1.394065563332221425e+00
1.340999999999999943e+02,8.144327485447831805e+00,1.329321363544203827e+00
1.341500000000000057e+02,8.006077188060395144e+00,1.266271352963467933e+00
1.341999999999999886e+02,7.870426783145752836e+00,1.204932939220387800e+00
1.342500000000000000e+02,7.737379198275320391e+00,1.145321887506038250e+00
1.343000000000000114e+02,7.606936068112129412e+00,1.087452328265967827e+00
1.343499999999999943e+02,7.479097790107635646e+00,1.031336766131792260e+00
1.344000000000000057e+02,7.353863577610269431e+00,9.769860900319494723e-01
1.344499999999999886e+02,7.231231510358104408e+00,9.244095844261440709e-01
1.345000000000000000e+02,7.111198582340286123e+00,8.736149416099261433e-01
1.345500000000000114e+02,6.993760747030908220e+00,8.246082750409348128e-01
1.345999999999999943e+02,6.878912960008404909e+00,7.773941336405935099e-01
1.346500000000000057e+02,6.766649218989531533e+00,7.319755170291512014e-01
1.346999999999999886e+02,6.656962601318817008e+00,6.883538916567097932e-01
1.347500000000000000e+02,6.549845298964106277e+00,6.465292077952073946e-01
1.348000000000000114e+02,6.445288651081432008e+00,6.064999173621469231e-01
1.348499999999999943e+02,6.343283174221827636e+00,5.682629925492056477e-01
1.349000000000000057e+02,6.243818590260088897e+00,5.318139452339992745e-01
1.349499999999999886e+02,6.146883852137310811e+00,4.971468471568306624e-01
1.350000000000000000e+02,6.052467167511653479e+00,4.642543508470658442e-01
1.350500000000000114e+02,5.960556020423855017e+00,4.331277112890851710e-01
1.350999999999999943e+02,5.871137191085495033e+00,4.037568083192314972e-01
1.351500000000000057e+02,5.784196773905350142e+00,3.761301697495297303e-01
1.351999999999999886e+02,5.699720193874547647e+00,3.502349952164364733e-01
1.352500000000000000e+02,5.617692221432175614e+00,3.260571807548943712e-01
1.353000000000000114e+02,5.538096985939594319e+00,3.035813441011011027e-01
1.353499999999999943e+02,5.460917987890862690e+00,2.827908507283004580e-01
1.354000000000000057e+02,5.386138109991158274e+00,2.636678406219445381e-01
1.354499999999999886e+02,5.313739627234689955e+00,2.461932558017541628e-01
1.355000000000000000e+02,5.243704216114421612e+00,2.303468685981600039e-01
1.355500000000000114e+02,5.176012963096487951e+00,2.161073106920239906e-01
1.355999999999999943e+02,5.110646372490553091e+00,2.034521029254140745e-01
1.356500000000000057e+02,5.047584373846913053e+00,1.923576858913289001e-01
1.356999999999999886e+02,4.986806329009480621e+00,1.827994513092711104e-01
1.357500000000000000e+02,4.928291038950215253e+00,1.747517741920107115e-01
1.358000000000000114e+02,4.872016750509740923e+00,1.681880458077394946e-01
1.358499999999999943e+02,4.817961163163581695e+00,1.630807074392662814e-01
1.359000000000000057e+02,4.766101435930708341e+00,1.594012849399428500e-01
1.359499999999999886e+02,4.716414194536837634e+00,1.571204240833201093e-01
1.360000000000000000e+02,4.668875538939051495e+00,1.562079267002994820e-01
1.360500000000000114e+02,4.623461051314666115e+00,1.566327875947551018e-01
1.360999999999999943e+02,4.580145804609744076e+00,1.583632322248503532e-01
1.361500000000000057e+02,4.538904371738260224e+00,1.613667551338086592e-01
1.361999999999999886e+02,4.499710835515147167e+00,1.656101591100452020e-01
1.362500000000000000e+02,4.462538799400302736e+00,1.710595950526120346e-01
1.363000000000000114e+02,4.427361399122813346e+00,1.776806025140218459e-01
1.363499999999999943e+02,4.394151315248040035e+00,1.854381508883000407e-01
1.364000000000000057e+02,4.362880786740564787e+00,1.942966812081547978e-01
1.364499999999999886e+02,4.333521625570313063e+00,2.042201485109724213e-01
1.365000000000000000e+02,4.306045232398053813e+00,2.151720647295117250e-01
1.365500000000000114e+02,4.280422613370390650e+00,2.271155420591253749e-01
1.365999999999999943e+02,4.256624398043515889e+00,2.400133367495398407e-01
1.366500000000000057e+02,4.234620858447426528e+00,2.538278932659083775e-01
1.366999999999999886e+02,4.214381929292907003e+00,2.685213887598424387e-01
1.367500000000000000e+02,4.195877229314218582e+00,2.840557777887691704e-01
1.368000000000000114e+02,4.179076083732073954e+00,3.003928372181363105e-01
1.368499999999999943e+02,4.163947547811549299e+00,3.174942112391004323e-01
1.369000000000000057e+02,4.150460431482053458e+00,3.353214564314555557e-01
1.369499999999999886e+02,4.138583324976341515e+00,3.538360867997931147e-01
1.370000000000000000e+02,4.128284625437997235e+00,3.729996187091539905e-01
1.370500000000000114e+02,4.119532564438345368e+00,3.927736156449667115e-01
1.370999999999999943e+02,4.112295236335614668e+00,4.131197327212793313e-01
1.371500000000000057e+02,4.106540627401900068e+00,4.339997608605448698e-01
1.371999999999999886e+02,4.102236645636222256e+00,4.553756705679989913e-01
1.372500000000000000e+02,4.099351151175215868e+00,4.772096552239285527e-01
1.373000000000000114e+02,4.097851987207257629e+00,4.994641738173825063e-01
1.373499999999999943e+02,4.097707011289600132e+00,5.221019930460802927e-01
1.374000000000000057e+02,4.098884126963873165e+00,5.450862287082421931e-01
1.374499999999999886e+02,4.101351315560318511e+00,5.683803863137139034e-01
1.375000000000000000e+02,4.105076668077873414e+00,5.919484008437597700e-01
1.375500000000000114e+02,4.110028417024382819e+00,6.157546755910550118e-01
1.375999999999999943e+02,4.116174968098373910e+00,6.397641200137637041e-01
1.376500000000000057e+02,4.123484931593118574e+00,6.639421865409040890e-01
1.376999999999999886e+02,4.131927153402672914e+00,6.882549062683656071e-01
1.377500000000000000e+02,4.141470745509318263e+00,7.126689234894465486e-01
1.378000000000000114e+02,4.152085115833252793e+00,7.371515290059722503e-01
1.378499999999999943e+02,4.163739997326411313e+00,7.616706921706072331e-01
1.379000000000000057e+02,4.176405476194890554e+00,7.861950916147060209e-01
1.379499999999999886e+02,4.190052019137423756e+00,8.106941446195031764e-01
1.380000000000000000e+02,4.204650499490846904e+00,8.351380350930257546e-01
1.380500000000000114e+02,4.220172222178102395e+00,8.594977401189348720e-01
1.380999999999999943e+02,4.236588947359587465e+00,8.837450550478208600e-01
1.381500000000000057e+02,4.253872912693307917e+00,9.078526171057914596e-01
1.381999999999999886e+02,4.271996854116450137e+00,9.317939274986029030e-01
1.382500000000000000e+02,4.290934025067118185e+00,9.555433719951432758e-01
1.383000000000000114e+02,4.310658214071967365e+00,9.790762399767289903e-01
1.383499999999999943e+02,4.331143760632950368e+00,1.002368741943658215e+00
1.384000000000000057e+02,4.352365569354502917e+00,1.025398025474024477e+00
1.384499999999999886e+02,4.374299122259622585e+00,1.048142189633415544e+00
1.385000000000000000e+02,4.396920489252689634e+00,1.070580297838576556e+00
1.385500000000000114e+02,4.420206336694046279e+00,1.092692389180442758e+00
1.385999999999999943e+02,4.444133934060862323e+00,1.114459488216550165e+00
1.386500000000000057e+02,4.468681158676383269e+00,1.135863613245233550e+00
1.386999999999999886e+02,4.493826498498370015e+00,1.156887783077211296e+00
1.387500000000000000e+02,4.519549052966624458e+00,1.177516022323111367e+00
1.388000000000000114e+02,4.545828531916099813e+00,1.197733365218104806e+00
1.388499999999999943e+02,4.572645252572044683e+00,1.217525858007091344e+00
1.389000000000000057e+02,4.599980134649718444e+00,1.236880559916103017e+00
1.389499999999999886e+02,4.627814693589613171e+00,1.255785542737733351e+00
1.390000000000000000e+02,4.656131031966677547e+00,1.274229889060062959e+00
1.390500000000000114e+02,4.684911829117663018e+00,1.292203689170316361e+00
1.390999999999999943e+02,4.714140329038536414e+00,1.309698036665297716e+00
1.391500000000000057e+02,4.743800326609430407e+00,1.326705022803076783e+00
1.391999999999999886e+02,4.773876152210175583e+00,1.343217729629511359e+00
1.392500000000000000e+02,4.804352654795127187e+00,1.359230221916071457e+00
1.393000000000000114e+02,4.835215183500734426e+00,1.374737537944284771e+00
1.393499999999999943e+02,4.866449567863777581e+00,1.389735679173582650e+00
1.394000000000000057e+02,4.898042096732351247e+00,1.404221598829643369e+00
1.394499999999999886e+02,4.929979495954389890e+00,1.418193189449387770e+00
1.395000000000000000e+02,4.962248904933739269e+00,1.431649269420251613e+00
1.395500000000000114e+02,4.994837852143702683e+00,1.444589568550157743e+00
1.395999999999999943e+02,5.027734229693359147e+00,1.457014712704523651e+00
1.396500000000000057e+02,5.060926267041285342e+00,1.468926207546638718e+00
1.396999999999999886e+02,5.094402503954709616e+00,1.480326421416895855e+00
1.397500000000000000e+02,5.128151762812487746e+00,1.491218567385614868e+00
1.398000000000000114e+02,5.162163120351942247e+00,1.501606684514345647e+00
1.398499999999999943e+02,5.196425878959152200e+00,1.511495618358580595e+00
1.399000000000000057e+02,5.230929537604090740e+00,1.520891000745104638e+00
1.399499999999999886e+02,5.265663762520250479e+00,1.529799228855739823e+00
1.400000000000000000e+02,5.300618357730472852e+00,1.538227443648681358e+00
